t|uc_0|ud|m|x_0|x_1|x_2|h_0|h_1|h_2|h_3|h_4|yc_0|yc_1|yd
58380|3.5e-05|no|Nom2|2.8182941330415554|2.001720190059257|2.032706629326044|0.4898242475591864|0.44222520987694613|0.44278298466706645|0.0019441077696261688|0.0019441077696261688|2.8097014212500855|105.66818061817484|no
58440|3.5e-05|no|Nom2|2.956410357717841|1.9321898148235774|1.9576777127541878|0.4903341683087591|0.44255977437163463|0.4431172145972603|0.001946103879414518|0.001946103879414518|2.955986048118532|105.6153392001133|no
58500|3.5e-05|no|Nom2|3.0947027326656693|1.8652995444582998|1.8927209458003222|0.4908435793924575|0.44289413818783585|0.4434512440496453|0.0019480999852106162|0.0019480999852106162|3.088760537012205|105.76849182857381|no
58560|3.5e-05|no|Nom2|3.2335568971619355|1.7987600803904908|1.8283533922367252|0.4913524813196929|0.44322830144592074|0.44378507314447213|0.0019500960870145745|0.0019500960870145745|3.214397627289502|105.57639646973307|no
58620|3.5e-05|no|Nom2|3.370333015904143|1.7327896038381767|1.760549049883894|0.4918608745993672|0.4435622642661883|0.4441187020019194|0.0019520921848262818|0.0019520921848262818|3.3806135792615057|105.91254380320876|no
58680|3.5e-05|no|Nom2|3.5071269923006994|1.6710467533781381|1.6973500449209327|0.49236875973987393|0.44389602676886497|0.44445213074209333|0.001954088278645849|0.001954088278645849|3.507662400796747|105.98317036769029|no
58740|3.5e-05|no|Nom2|3.6393030473334096|1.6101873924090402|1.6312309125893214|0.49287613724909796|0.44422958907410526|0.4447853594850283|0.0019560843684731655|0.0019560843684731655|3.6752971916943378|106.49405685856986|no
58800|3.5e-05|no|Nom2|3.7723190200076866|1.5497552137846322|1.5700191932643943|0.493383007634417|0.44456295130199164|0.44511838835068673|0.001958080454308342|0.001958080454308342|3.76493174251938|106.01905748214625|no
58860|3.5e-05|no|Nom2|3.9104568922656475|1.4872963414332647|1.508669810463508|0.4938893714027015|0.44489611357253445|0.445451217458959|0.0019600765361513783|0.0019600765361513783|3.9167557193700655|105.9600053509746|no
58920|3.5e-05|no|Nom2|4.052845966669309|1.4258665629697815|1.4461645401790117|0.4943952290603152|0.4452290760056721|0.44578384692966355|0.001962072614002275|0.001962072614002275|4.066005228901329|106.49226724546737|no
58980|3.5e-05|no|Nom2|4.189197076731566|1.3673399659041479|1.3865045346184866|0.49490058111311586|0.4455618387212711|0.44611627688254696|0.0019640686878609204|0.0019640686878609204|4.204882162381819|107.02933916883373|no
59040|3.5e-05|no|Nom2|4.324738265699144|1.311853547622969|1.3270645348890755|0.4954054280664555|0.4458944018391261|0.44644850743728404|0.001966064757727426|0.001966064757727426|4.326801618805527|107.14420546114317|no
59100|3.5e-05|no|Nom2|4.45794683701718|1.255532653034534|1.2729684301378072|0.49590977042518114|0.4462267654789598|0.4467805387134779|0.0019680608236017916|0.0019680608236017916|4.444089604469476|107.28384376249527|no
59160|3.5e-05|no|Nom2|4.595891283381346|1.2007565402686953|1.2181155250117865|0.49641360869363527|0.4465589297604231|0.4471123708306597|0.0019700568854841283|0.0019700568854841283|4.615752834859317|108.06771968510212|no
59220|3.5e-05|no|Nom2|4.731553193411425|1.1459925894890806|1.1589173853808312|0.49691694337565606|0.4468908948030952|0.447444003908289|0.001972052943374325|0.001972052943374325|4.742788533659013|108.33089703899836|no
59280|3.5e-05|no|Nom2|4.869934917863046|1.0950567515024063|1.1085446618472565|0.49741977497457834|0.4472226607264833|0.4477754380657538|0.001974048997272382|0.001974048997272382|4.875453354871872|109.03306667447515|no
59340|3.5e-05|no|Nom2|5.005739601951982|1.0404952085503705|1.0563526040490139|0.49792210399323367|0.4475542276500233|0.4481066734223703|0.0019760450471782987|0.0019760450471782987|4.971886809136176|109.07162678449464|no
59400|3.5e-05|ouvr v13|Nom2|5.143001855386965|0.9880671143855632|1.0078769849109708|0.4984239309339512|0.4478855956930793|0.4484377100973833|0.0019780410930921866|0.0019780410930921866|5.140062501447964|109.65320683708761|no
59460|3.5e-05|no|Nom1|4.4949457110478725|1.0845374582833736|1.5950148242014732|0.49872478630975237|0.4482167649749438|0.44876854820996603|0.0019800371350139345|0.0019800371350139345|4.504470717015379|110.29616787947866|no
59520|3.5e-05|no|Nom1|3.980326637398293|1.2911723550771368|1.9384099947224334|0.4990254612264712|0.44854773561483774|0.4490991878792201|0.0019820331729436536|0.0019820331729436536|3.995372753715812|110.80596398844926|no
59580|3.5e-05|no|Nom1|3.567478541665576|1.511321104560985|2.150959972403283|0.49932595579235073|0.4488785077319105|0.44942962922417573|0.0019840292068812326|0.0019840292068812326|3.5659257825227004|111.41560254998656|no
59640|3.5e-05|no|Nom1|3.2498930838988853|1.7130170540003538|2.279065821449142|0.4996262701155689|0.4492090814452401|0.449759872363792|0.0019860252368267828|0.0019860252368267828|3.2493843500552435|111.44335342304778|no
59700|3.5e-05|no|Nom1|3.0090841568816042|1.8855609515336305|2.352269841122679|0.49992640430423896|0.4495394568738331|0.4500899174169565|0.001988021262780304|0.001988021262780304|3.0017550245834834|111.7282437607916|no
59760|3.5e-05|no|Nom1|2.8410427908390465|2.0185429744852796|2.38952874283488|0.5002263584664092|0.4498696341366246|0.4504197645024851|0.0019900172847417963|0.0019900172847417963|2.86363825300641|111.65002700664355|no
59820|3.5e-05|no|Nom1|2.7192171639198026|2.1184347034542568|2.404383975411157|0.500526132710063|0.4501996133524784|0.45074941373912314|0.0019920133027112596|0.0019920133027112596|2.700482539373457|111.72129672308178|no
59880|3.5e-05|no|Nom1|2.6391080111763574|2.1846826204131284|2.410783471588561|0.5008257271431192|0.45052939464018715|0.4510788652455442|0.001994009316688694|0.001994009316688694|2.6225672936596673|111.46808571289388|no
59940|3.5e-05|no|Nom1|2.5889548137398872|2.22992242540606|2.407106850852676|0.5011251418734318|0.4508589781184721|0.45140811914035084|0.0019960053266740996|0.0019960053266740996|2.5744109319663955|111.2208035492198|no
60000|3.5e-05|no|Nom1|2.5600019959837454|2.254847451073615|2.4046976003972746|0.5014243770087901|0.45118836390598316|0.4517371755420744|0.001998001332667476|0.001998001332667476|2.544113122539075|110.61639106157888|no
60060|3.5e-05|no|Nom1|2.5417425600567083|2.264296315282854|2.4032464795056274|0.5017234326569187|0.4515175521212993|0.45206603456917527|0.001999997334668824|0.001999997334668824|2.56009431346407|111.09884089701836|no
60120|3.5e-05|no|Nom1|2.533077707745887|2.270604079835906|2.397281885721477|0.5020223089254776|0.45184654288292825|0.4523946963400427|0.0020019933326781425|0.0020019933326781425|2.5594119175076195|110.91090695614525|no
60180|3.5e-05|no|Nom1|2.522702184128948|2.2672241001097313|2.3942686291108846|0.5023210059220624|0.45217533630930673|0.4527231609729949|0.0020039893266954323|0.0020039893266954323|2.510682144688942|110.60303513326834|no
60240|3.5e-05|no|Nom1|2.517623576899339|2.2660185609120154|2.3928167631590904|0.5026195237542039|0.4525039325188004|0.4530514285862791|0.002005985316720804|0.002005985316720804|2.515763137430648|110.6665952598936|no
60300|3.5e-05|no|Nom1|2.5129786734937483|2.2660462266810284|2.3908231306288794|0.5029178625293687|0.4528323316297038|0.45337949929807164|0.002007981302754147|0.002007981302754147|2.504283195930075|110.63242257335821|no
60360|3.5e-05|no|Nom1|2.506239657804833|2.2635589285890902|2.386731039099309|0.5032160223549587|0.4531605337602408|0.45370737322647803|0.002009977284795572|0.002009977284795572|2.5558563221713726|109.80344775006604|no
60420|3.5e-05|no|Nom1|2.502613125680944|2.2608931349084593|2.3830741732559413|0.5035140033383112|0.453488539028564|0.45403505048953297|0.0020119732628449682|0.0020119732628449682|2.518020942413361|110.03878264432186|no
60480|3.5e-05|no|Nom1|2.4974571851349348|2.256941121775284|2.381538284250691|0.5038118055866996|0.45381634755275535|0.4543625312052001|0.0020139692369024464|0.0020139692369024464|2.5020560726238648|110.16844103924053|no
60540|3.5e-05|no|Nom1|2.4944776424777815|2.2529217944524125|2.3754432702195483|0.5041094292073327|0.45414395945082586|0.45468981549137255|0.0020159652069680067|0.0020159652069680067|2.4958387719172306|109.66709512826368|no
60600|3.5e-05|no|Nom1|2.4872033498183486|2.2514483476042346|2.370202863251668|0.5044068743073549|0.454471374840716|0.45501690346587265|0.002017961173041649|0.002017961173041649|2.5188412597644034|109.14611095089394|no
60660|3.5e-05|no|Nom1|2.489220902431051|2.2485066212995903|2.367168744360665|0.5047041409938465|0.4547985938402952|0.4553437952464522|0.0020199571351233736|0.0020199571351233736|2.450625471885631|109.52523168952284|no
60720|3.5e-05|no|Nom1|2.4854511266615886|2.2409059620657454|2.363733415694706|0.5050012293738235|0.4551256165673623|0.45567049095079215|0.00202195309321318|0.00202195309321318|2.516800550116902|109.01709315346974|no
60780|3.5e-05|no|Nom1|2.479511757384585|2.2363605693012407|2.358124335055968|0.5052981395542377|0.4554524431396454|0.455996990696503|0.002023949047311069|0.002023949047311069|2.4979731388758752|108.89717235691138|no
60840|3.5e-05|no|Nom1|2.47624291160333|2.2358790795191252|2.3526133166035774|0.5055948716419769|0.4557790736748021|0.45632329460112464|0.0020259449974170396|0.0020259449974170396|2.482190634935221|109.00850270713276|no
60900|3.5e-05|no|Nom1|2.471820445571283|2.2302220024802417|2.3499903648280065|0.5058914257438645|0.4561055082904194|0.4566494027821264|0.0020279409435310924|0.0020279409435310924|2.4877562561613473|108.2743575362452|no
60960|3.5e-05|no|Nom1|2.4687084255900236|2.22879280696516|2.34748487154391|0.50618780196666|0.4564317471040139|0.4569753153569073|0.0020299368856532274|0.0020299368856532274|2.4621895367586957|108.16957564251109|no
61020|3.5e-05|no|Nom1|2.4647744590097393|2.228358210722709|2.3482783604973942|0.506484000417059|0.45675779023303154|0.45730103244279585|0.0020319328237835554|0.0020319328237835554|2.4528309040108653|108.60687913912216|no
61080|3.5e-05|no|Nom1|2.4606706318112357|2.224786150392412|2.344880281709024|0.5067800212016926|0.45708363779484773|0.4576265541570502|0.0020339287579219656|0.0020339287579219656|2.4380260753636827|108.09184874341854|no
61140|3.5e-05|no|Nom1|2.456215447852811|2.2213595375441257|2.3417904497513318|0.5070758644271287|0.45740928990676755|0.4579518806168582|0.002035924688068569|0.002035924688068569|2.44967620068415|108.25307535180687|no
61200|3.5e-05|no|Nom1|2.4546456249609543|2.218163075827419|2.333905658286083|0.5073715301998706|0.457734746686026|0.45827701193933745|0.002037920614223254|0.002037920614223254|2.476208621309916|107.71285322851222|no
61260|3.5e-05|no|Nom1|2.449197660309324|2.2136562881300383|2.3319155462637533|0.5076670186263581|0.45806000824978743|0.4586019482415351|0.0020399165363861327|0.0020399165363861327|2.4566296896013537|107.79281152726368|no
61320|3.5e-05|no|Nom1|2.4431609004848993|2.211006824876052|2.3293857107708322|0.507962329812967|0.4583850747151459|0.45892668964042826|0.0020419124545570932|0.0020419124545570932|2.4351594939964083|107.60560430795267|no
61380|3.5e-05|no|Nom1|2.4407080866465174|2.2053397754840756|2.3263667607318266|0.5082574638660092|0.4587099461991254|0.45925123625292386|0.002043908368736247|0.002043908368736247|2.422365447387998|107.49224874902289|no
61440|3.5e-05|no|Nom1|2.437978151649325|2.206680485967734|2.3205748508694084|0.5085524208917332|0.4590346228186798|0.45957558819585864|0.0020459042789235937|0.0020459042789235937|2.455334702306818|107.10009547634313|no
61500|3.5e-05|no|Nom1|2.4312866406213236|2.2012416982675957|2.3195597569123865|0.5088472009963234|0.4593591046906925|0.45989974558599933|0.0020479001851191336|0.0020479001851191336|2.4463259616838626|106.77080822601637|no
61560|3.5e-05|no|Nom1|2.42976827910221|2.1961386679378645|2.3120369907641205|0.5091418042859006|0.45968339193197705|0.4602237085400427|0.0020498960873228667|0.0020498960873228667|2.406340384152273|107.00433988203866|no
61620|3.5e-05|no|Nom1|2.4252186519911723|2.1932710424930497|2.3105514985429436|0.509436230866522|0.4600074846592769|0.4605474771746152|0.002051891985534793|0.002051891985534793|2.435259576011166|106.47438173966766|no
61680|3.5e-05|no|Nom1|2.420831227753131|2.192257601466553|2.3071402646977455|0.5097304808441814|0.46033138298926546|0.46087105160627373|0.002053887879754912|0.002053887879754912|2.422409756120343|106.40077431879216|no
61740|3.5e-05|no|Nom1|2.415402504996097|2.189704781588612|2.303559114651817|0.5100245543248085|0.4606550870385461|0.461194431951505|0.0020558837699832244|0.0020558837699832244|2.396203213770475|106.01445880868458|no
61800|3.5e-05|ferm v13|Nom1|2.4130254168217955|2.1872338110530003|2.29929021203339|0.5103184514142698|0.4609785969236522|0.461517618326726|0.002057879656219841|0.002057879656219841|2.414860139660421|106.04653050008669|no
61860|3.5e-05|no|Nom2|2.5503603988860366|2.149581694244609|2.1918610254808115|0.5108078882036744|0.46130191276104726|0.46184061084828376|0.0020598755384646505|0.0020598755384646505|2.5508132260695606|106.11818328034627|no
61920|3.5e-05|no|Nom2|2.686719672868904|2.086336626303844|2.1170003833840485|0.5112968358009264|0.4616250346671251|0.4621634096324555|0.0020618714167176533|0.0020618714167176533|2.6714289892859493|106.28155943949967|no
61980|3.5e-05|no|Nom2|2.8234872494588386|2.0167779684787397|2.0473570642872287|0.5117852946949736|0.4619479627582097|0.46248601479544893|0.00206386729097896|0.00206386729097896|2.8465775298358316|105.85832426561956|no
62040|3.5e-05|no|Nom2|2.956232190318193|1.952850979508948|1.975380458289193|0.5122732653742748|0.46227069715055513|0.4628084264534019|0.00206586316124846|0.00206586316124846|2.9304795108296937|106.15782568350198|no
62100|3.5e-05|no|Nom2|3.0893470863256707|1.8836647047512454|1.910664020135337|0.5127607483268006|0.4625932379603457|0.4631306447223825|0.0020678590275262643|0.0020678590275262643|3.0980391442796247|105.87463346961516|no
62160|3.5e-05|no|Nom2|3.224250079250984|1.8179174272842915|1.841470600482798|0.5132477440400343|0.46291558530369603|0.4634526697183895|0.0020698548898123725|0.0020698548898123725|3.1894403789690693|106.02605253406318|no
62220|3.5e-05|no|Nom2|3.3637060999615667|1.7518972372007673|1.779984761183339|0.5137342530009714|0.46323773929665135|0.4637745015573518|0.002071850748106785|0.002071850748106785|3.345390838740322|106.33181587436202|no
62280|3.5e-05|no|Nom2|3.497850311466871|1.6880805119193847|1.7119422378294262|0.5142202756961209|0.463559700055187|0.4640961403551289|0.0020738466024093904|0.0020738466024093904|3.4790853627565803|106.02227780759159|no
62340|3.5e-05|no|Nom2|3.6370493196496434|1.6216555738806262|1.6460174183410219|0.5147058126115057|0.4638814676952089|0.46441758622751084|0.0020758424527203|0.0020758424527203|3.652724185188941|106.17707171257251|no
62400|3.5e-05|no|Nom2|3.7745614505307463|1.5610988315006693|1.584758111521563|0.5151908642326626|0.4642030423325534|0.464738839290218|0.002077838299039514|0.002077838299039514|3.777047975181428|106.669878517971|no
62460|3.5e-05|no|Nom2|3.9118981514643085|1.5015134798474337|1.5206696764098004|0.5156754310446434|0.4645244240829872|0.4650598996589015|0.002079834141367032|0.002079834141367032|3.891583143850764|106.77386004535683|no
62520|3.5e-05|no|Nom2|4.050052705757017|1.4403402188439423|1.4593803484962449|0.516159513532015|0.46484561306220806|0.46538076744914314|0.002081829979702965|0.002081829979702965|4.0549075787108375|107.32891182248136|no
62580|3.5e-05|no|Nom2|4.185138855715394|1.3841239570559583|1.4005816588161735|0.5166431121788596|0.46516660938584375|0.4657014427764552|0.002083825814047202|0.002083825814047202|4.157658397508015|107.59313086938039|no
62640|3.5e-05|no|Nom2|4.321019966653403|1.3240003636423503|1.3418926574754455|0.5171262274687762|0.4654874131694531|0.4660219257562809|0.0020858216443997435|0.0020858216443997435|4.3406423631358235|107.40683599646626|no
62700|3.5e-05|no|Nom2|4.455276439220227|1.263764870747716|1.2843399405577172|0.51760885988488|0.4658080245285253|0.4663422165039941|0.002087817470760589|0.002087817470760589|4.470711791234635|108.01855957756602|no
62760|3.5e-05|no|Nom2|4.592590280930769|1.2099480417220265|1.2278556799010707|0.5180910099098035|0.4661284435784806|0.4666623151348994|0.0020898132931298496|0.0020898132931298496|4.580363795314473|108.2183279048239|no
62820|3.5e-05|no|Nom2|4.7314006801979716|1.1558567980110972|1.1694192295659007|0.5185726780256967|0.46644867043466975|0.46698222176423243|0.0020918091115074144|0.0020918091115074144|4.712459068197164|108.67151136350677|no
62880|3.5e-05|no|Nom2|4.868202831648814|1.0994875382692955|1.1182049827943081|0.5190538647142279|0.46676870521237457|0.46730193650715957|0.0020938049258933944|0.0020938049258933944|4.8713433749869|109.32234953759244|no
62940|3.5e-05|no|Nom2|5.006310223721164|1.0513986309638823|1.0660743562279857|0.5195345704565837|0.46708854802680755|0.467621459478778|0.0020958007362876785|0.0020958007362876785|4.99864072202498|109.73951634279626|no
63000|3.5e-05|ouvr v13|Nom2|5.1426365308311|1.0029464307001124|1.0157054534078602|0.5200147957334699|0.46740819899311215|0.4679407907941162|0.0020977965426903777|0.0020977965426903777|5.126177156239815|110.31602663689641|no
63060|3.5e-05|no|Nom1|4.498126434982916|1.0885129915100724|1.6053099774655335|0.5203027004759699|0.46772765822636253|0.4682599305681334|0.002099792345101492|0.002099792345101492|4.48794279858688|110.47824961467636|no
63120|3.5e-05|no|Nom1|3.979320954680481|1.3006379504604966|1.9423838448065558|0.5205904325274369|0.46804692584156404|0.4685788789157198|0.0021017881435210217|0.0021017881435210217|3.995705214437628|111.24211759552756|no
63180|3.5e-05|no|Nom1|3.5674591732891088|1.5202252186734746|2.157053857541812|0.5208779919914543|0.4683660019536532|0.46889763595169687|0.0021037839379489665|0.0021037839379489665|3.5911114973661404|111.5490166136447|no
63240|3.5e-05|no|Nom1|3.2487348410195027|1.7228809601190702|2.2884425417400713|0.5211653789715439|0.4686848866774973|0.46921620179081713|0.0021057797283853263|0.0021057797283853263|3.2581478448504835|112.0989971412931|no
63300|3.5e-05|no|Nom1|3.013560358887256|1.89704300947219|2.3586284471936008|0.5214525935711647|0.4690035801278949|0.4695345765477643|0.0021077755148301014|0.0021077755148301014|3.0398134647040993|112.11391958830248|no
63360|3.5e-05|no|Nom1|2.841364539604785|2.030006550749804|2.3943351435791933|0.521739635893714|0.4693220824195755|0.4698527603371533|0.0021097712972832916|0.0021097712972832916|2.8493019688093386|111.6952525667595|no
63420|3.5e-05|no|Nom1|2.720690741036336|2.1272277719280592|2.4103917182418786|0.522026506042527|0.4696403936672001|0.4701707532735302|0.002111767075744897|0.002111767075744897|2.7132841399252823|112.00641380041931|no
63480|3.5e-05|no|Nom1|2.6465497593312715|2.194453638181497|2.416015683376679|0.5223132041208771|0.4699585139853607|0.4704885554713727|0.0021137628502149175|0.0021137628502149175|2.643205159889452|111.67039224734089|no
63540|3.5e-05|no|Nom1|2.5926531484326465|2.2371827194655327|2.414819071707385|0.5225997302319755|0.47027644348858066|0.4708061670450894|0.002115758620693464|0.002115758620693464|2.6039434318268664|111.6009310911961|no
63600|3.5e-05|no|Nom1|2.561601685909704|2.2592314289647097|2.413135529672393|0.5228860844789716|0.47059418229131456|0.47112358810902055|0.002117754387180426|0.002117754387180426|2.557898201471959|111.36365740528943|no
63660|3.5e-05|no|Nom1|2.5424104269887917|2.271640751130123|2.4066297286330487|0.5231722669649529|0.4709117305079483|0.4714408187774377|0.002119750149675914|0.002119750149675914|2.5834982875982107|111.43403338313713|no
63720|3.5e-05|no|Nom1|2.529057071980126|2.277755625026567|2.4025183625500226|0.5234582777929453|0.4712290882527994|0.47175785916454394|0.0021217459081798173|0.0021217459081798173|2.5280695857158197|111.23662847725427|no
63780|3.5e-05|no|Nom1|2.5220722844820225|2.2787223640034773|2.398281180877815|0.5237441170659124|0.47154625564011654|0.4720747093844737|0.0021237416626922467|0.0021237416626922467|2.528769697125767|110.81920138817982|no
63840|3.5e-05|no|Nom1|2.5176385950472313|2.2742499056901218|2.3937282663749246|0.5240297848867566|0.47186323278407993|0.4723913695512931|0.0021257374132132023|0.0021257374132132023|2.5383913006533363|110.62976927717268|no
63900|3.5e-05|no|Nom1|2.511846712665257|2.2699675020195786|2.3910245692123273|0.5243152813583181|0.4721800197988014|0.472707839779|0.002127733159742684|0.002127733159742684|2.500038677783258|110.49684210004884|no
63960|3.5e-05|no|Nom1|2.50287089119779|2.2619935729462908|2.3873923509300767|0.5246006065833758|0.47249661679832444|0.4730241201815234|0.002129728902280581|0.002129728902280581|2.511440955832128|109.80357886777539|no
64020|3.5e-05|no|Nom1|2.498653139208883|2.260647395266824|2.382367991319511|0.5248857606646468|0.4728130238966237|0.4733402108727244|0.002131724640827004|0.002131724640827004|2.507768349168679|110.20366637445619|no
64080|3.5e-05|no|Nom1|2.4990030204626104|2.2600865929697207|2.375766546833789|0.5251707437047863|0.4731292412076058|0.47365611196639557|0.0021337203753819534|0.0021337203753819534|2.4677615819787766|110.00390300988678|no
64140|3.5e-05|no|Nom1|2.4934915402280944|2.2541159071230776|2.3726216069613453|0.5254555558063887|0.4734452688451092|0.47397182357626144|0.002135716105945429|0.002135716105945429|2.5071151551551205|109.63705739591943|no
64200|3.5e-05|no|Nom1|2.490661404055463|2.2492667200129595|2.369788123572497|0.5257401970719859|0.47376110692290363|0.4742873458159781|0.0021377118325175415|0.0021377118325175415|2.4982391685502128|109.29532837534443|no
64260|3.5e-05|no|Nom1|2.48696086695745|2.2482322560033023|2.3655301583389803|0.526024667604049|0.474076755554691|0.47460267879913354|0.0021397075550981803|0.0021397075550981803|2.471178187380101|109.45019082809819|no
64320|3.5e-05|no|Nom1|2.481240414792552|2.245827704402761|2.363496661764318|0.5263089675049872|0.47439221485410454|0.47491782263924764|0.0021417032736873454|0.0021417032736873454|2.496986562635292|109.15321147105048|no
64380|3.5e-05|no|Nom1|2.478130294930744|2.240073102029704|2.3586148321570852|0.5265930968771486|0.4747074849347098|0.4752327774497723|0.0021436989882850366|0.0021436989882850366|2.429686937639488|109.23087723416975|no
64440|3.5e-05|no|Nom1|2.4744459784534407|2.2347535825604274|2.357601040444345|0.5268770558228199|0.475022565910004|0.4755475433440912|0.002145694698891365|0.002145694698891365|2.4935119673715165|109.018106758915|no
64500|3.5e-05|no|Nom1|2.4698598106666605|2.2302087372944417|2.3555351286813724|0.5271608444442261|0.4753374578934163|0.47586212043552|0.0021476904055062196|0.0021476904055062196|2.5125050034013277|109.0609199671273|no
64560|3.5e-05|no|Nom1|2.4663126220027736|2.225891283859902|2.351824753103967|0.5274444628435312|0.47565216099830765|0.47617650883730656|0.0021496861081297114|0.0021496861081297114|2.4780107529879514|108.46584171376018|no
64620|3.5e-05|no|Nom1|2.4625318149801063|2.2265793460765573|2.3418117790581032|0.5277279111228379|0.4759666753379713|0.47649070866263055|0.0021516818067618404|0.0021516818067618404|2.4298295769801115|108.11684835394985|no
64680|3.5e-05|no|Nom1|2.456614263731047|2.222858065055718|2.340159822644868|0.5280111893841875|0.4762810010256324|0.47680472002460395|0.0021536775014024956|0.0021536775014024956|2.4825213386919387|107.87388817517689|no
64740|3.5e-05|no|Nom1|2.4563432747027747|2.217531900513809|2.339539295108442|0.5282942977295602|0.4765951381744483|0.477118543036271|0.002155673192051788|0.002155673192051788|2.4265548507911405|108.24230037662237|no
64800|3.5e-05|no|Nom1|2.453839846639807|2.2207436798908233|2.3333272721350675|0.5285772362608749|0.4769090868975083|0.477432177810608|0.0021576688787097176|0.0021576688787097176|2.46121443594098|107.9332521466152|no
64860|3.5e-05|no|Nom1|2.4487304420157026|2.2173393609797354|2.33574021928495|0.5288600050799896|0.47722284730783393|0.47774562446052327|0.0021596645613762844|0.0021596645613762844|2.4723474824073493|107.65993165819442|no
64920|3.5e-05|no|Nom1|2.4420201309031446|2.2149515448146646|2.333144259434128|0.5291426042887011|0.4775364195183789|0.4780588830988576|0.0021616602400514884|0.0021616602400514884|2.464674651808951|107.64679868259508|no
64980|3.5e-05|no|Nom1|2.441932885020912|2.2071703139101357|2.329979866994859|0.529425033988745|0.4778498036420292|0.4783719538383844|0.0021636559147353296|0.0021636559147353296|2.452610078651285|107.28336415045258|no
65040|3.5e-05|no|Nom1|2.4393189040198178|2.2073657125594277|2.3263793434458746|0.529707294281796|0.47816299979160326|0.47868483679180873|0.002165651585427808|0.002165651585427808|2.4363913486704285|107.37253737175956|no
65100|3.5e-05|no|Nom1|2.436077576365056|2.204286159037566|2.3185157254411104|0.5299893852694679|0.4784760080798516|0.4789975320717689|0.0021676472521289236|0.0021676472521289236|2.428590595375791|106.78739856703561|no
65160|3.5e-05|no|Nom1|2.4326146754554383|2.2017841728042318|2.3186973366569776|0.5302713070533135|0.47878882861945715|0.47931003979083486|0.0021696429148387875|0.0021696429148387875|2.415076683600027|106.97892285620291|no
65220|3.5e-05|no|Nom1|2.430460523927526|2.194935262932661|2.315608057292977|0.5305530597348245|0.47910146152303545|0.4796223600615096|0.0021716385735572885|0.0021716385735572885|2.429868176976644|106.88619475303625|no
65280|3.5e-05|no|Nom1|2.4240836489005084|2.1911754551950766|2.3097002201697454|0.5308346434154319|0.47941390690313423|0.47993449299622826|0.002173634228284538|0.002173634228284538|2.4418013789102178|106.5339987296128|no
65340|3.5e-05|no|Nom1|2.4221806231910574|2.1872327437061854|2.3062159978748613|0.5311160581965058|0.47972616487223385|0.4802464387073587|0.0021756298790204243|0.0021756298790204243|2.4222471804494248|106.36313233648488|no
65400|3.5e-05|ferm v13|Nom1|2.4207129152567224|2.181984091337282|2.304153927363861|0.5313973041793556|0.48003823554274727|0.4805581973072016|0.002177625525765059|0.002177625525765059|2.4286733062024126|106.46854665695471|no
65460|3.5e-05|no|Nom2|2.5594952268781173|2.150720580653396|2.1874009981902653|0.5318656726519093|0.48035011902701985|0.48086976890798994|0.002179621168518331|0.002179621168518331|2.544886526966829|106.39568153339647|no
65520|3.5e-05|no|Nom2|2.6956970329823653|2.084201693443553|2.1141040427510664|0.5323335729900966|0.48066181543732966|0.4811811536218894|0.002181616807280351|0.002181616807280351|2.660630369457252|106.08799268398877|no
65580|3.5e-05|no|Nom2|2.8329483898481986|2.0156956710628764|2.0435292401917167|0.532801005661818|0.4809733248858874|0.4814923515609987|0.0021836124420511194|0.0021836124420511194|2.84446127750616|106.29287576839565|no
65640|3.5e-05|no|Nom2|2.9680491770320385|1.9441479188828104|1.9738474455860147|0.5332679711345061|0.48128464748483657|0.4818033628373489|0.002185608072830636|0.002185608072830636|2.950399437087972|105.97611447332184|no
65700|3.5e-05|no|Nom2|3.1056135670194087|1.8778001319593502|1.9021702111575614|0.5337344698751263|0.4815957833462532|0.48211418756290414|0.0021876036996189008|0.0021876036996189008|3.1299364528654343|105.80920994290086|no
65760|3.5e-05|no|Nom2|3.242790801443719|1.8097213510740326|1.8332619619946258|0.5342005023501777|0.4819067325821461|0.48242482584956115|0.002189599322415914|0.002189599322415914|3.228768234699402|106.00953904041062|no
65820|3.5e-05|no|Nom2|3.377667612628786|1.7452948417262844|1.7683929647460892|0.5346660690256926|0.48221749530445723|0.48273527780914993|0.002191594941221675|0.002191594941221675|3.3676007538603474|106.44283379283578|no
65880|3.5e-05|no|Nom2|3.514798128623797|1.6824550524679591|1.7058074329776505|0.5351311703672377|0.48252807162506106|0.4830455435534332|0.0021935905560361846|0.0021935905560361846|3.522532158126175|106.12073291972072|no
65940|3.5e-05|no|Nom2|3.6499597755689943|1.6189204246783206|1.6411989915318888|0.5355958068399145|0.48283846165576516|0.48335562319410663|0.0021955861668594423|0.0021955861668594423|3.637202624812378|106.29061832219806|no
66000|3.5e-05|no|Nom2|3.7845016549944317|1.5568334901687086|1.5820476799338292|0.5360599789083593|0.4831486655083098|0.4836655168427988|0.0021975817736914482|0.0021975817736914482|3.8268060628995935|106.77705691608104|no
66060|3.5e-05|no|Nom2|3.9209348285506413|1.4972963459300686|1.5192132138417815|0.5365236870367445|0.4834586832943685|0.48397522461107134|0.0021995773765323134|0.0021995773765323134|3.9450687169972416|106.99729465125024|no
